Id,name,node_type,department,faculty
12103,exploring student interactions with preparation activities in a flipped classroom experience,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12104,from study tactics to learning strategies: an analytical method for extracting interpretable representations,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12105,identifying engagement patterns with video annotation activities: a case study in professional development,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12106,semantic annotation in biomedicine: the current landscape,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12107,rysannmd: a biomedical semantic annotator balancing speed and accuracy,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12108,learning analytics to unveil learning strategies in a flipped classroom,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12109,the state of the art in semantic relatedness: a framework for comparison,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12110,from prediction to impact: evaluation of a learning analytics retention program,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12111,requirements elicitation in culturally and technologically diverse settings,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12112,electronic commerce meets the semantic web,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12113,generating actionable predictive models of academic performance,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12114,lexical semantic relatedness for twitter analytics,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12115,comprehension and learning of social goals through visualization,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12116,evolutionary fine-tuning of automated semantic annotation systems,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12117,2nd int'l workshop on open badges in education (obie 2015): from learning evidence to learning analytics,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12118,what do cmooc participants talk about in social media?: a topic analysis of discourse in a cmooc,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12119,filtering inaccurate entity co-references on the linked open data,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12120,automated classification and localization of daily deal content from the web,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12121,automated semantic tagging of textual content,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12122,personal learning environments on the social semantic web,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12123,an empirical evaluation of ontology-based semantic annotators,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12124,the social semantic web and workplace learning,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12125,paperista: visual exploration of semantically annotated research papers,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12126,factors influencing beliefs for adoption of a learning analytics tool: an empirical study,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12127,semantic tagging with linked open data,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12128,collaborative learning in online study groups: an evolutionary game theory perspective,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12129,using online presence data for recommending human resources in the opal project,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12130,semantic web and linked learning to support workplace learning,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12131,self-regulated workplace learning: a pedagogical framework and semantic web-based environment,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12132,ontology extraction tools: an empirical study with educators,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12133,students online interaction in a blended learning environment - a case study of the first experience in using an lms,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12134,learn-b: a social analytics-enabled tool for self-regulated workplace learning,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12135,1stinternational workshop on learning analytics and linked data,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12136,"social networking, teaching, and learning",publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12137,student modeling and assessment in intelligent tutoring of software patterns,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12138,a qualitative evaluation of evolution of a learning analytics tool,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12139,an approach to folksonomy-based ontology maintenance for learning environments,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12140,discovering the dynamics of terms semantic relatedness through twitter,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12141,towards a comprehensive call ontology for research 2.0,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12142,self-regulated learners and collaboration: how innovative tools can address the motivation to learn at the workplace?,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12143,a semantic web-enabled tool for self-regulated learning in the workplace,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12144,linked data metrics for flexible expert search on the open web,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12145,an environment for project-based collaborative learning of software design patterns,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12146,looking for experts? what can linked data do for you?,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12147,leveraging semantic technologies for harmonization of individual and organizational learning,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12148,online presence in adaptive learning on the social semantic web,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12149,the social semantic web in intelligent learning environments: state of the art and future challenges,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12150,semantic web technologies for the integration of learning tools and context-aware educational services,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12151,utility of ontology extraction tools in the hands of educators,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12152,intelligent and innovative support of collaborative learning activities (wiiscola),publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12153,can educators develop ontologies using ontology extraction tools: an end-user study,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12154,project-based collaborative learning environment with context-aware educational services,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12155,semantically-enabled project-based collaborative learning of software patterns,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12156,evaluating an intelligent tutoring system for design patterns: the depths experience,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12157,generating context-related feedback for teachers,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12158,leveraging the social semantic web in intelligent tutoring systems,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12159,towards a semantic-rich collaborative environment for learning software patterns,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12160,semantic technologies for socially-enhanced context-aware mobile learning,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12161,leveraging folksonomies for ontology evolution in e-learning environments,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12162,a semantic-rich framework for learning software patterns,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12163,e-learning meets the social semantic web,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12164,ontology-based content model for scalable content reuse,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12165,ontologies for effective use of context in e-learning settings,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12166,learning object context on the semantic web,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12167,learning object context for adaptive learning design,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12168,ontologies to support learning design context,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12169,bridging knowledge bases' heterogeneity using xml/xslt approach,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12170,ontology-based learning content repurposing,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12171,repurposing learning object components,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12172,achieving knowledge interoperability: an xml/xslt approach,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12173,domain/mapping model: a novel data warehouse data mode,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12174,a comparative analysis of data warehouse data models,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12175,towards business process catalog for cloud-enabled service oriented architectures,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12176,a comparison and integration of ontologies suitable for interoperability extension of scor model,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12177,a direct approach to physical data vault design,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12178,towards model-driven approach for rapid erp development,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12179,semantic b2b-integration using an ontological message metamodel,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12180,interoperable supply-chain applications: message metamodel-based semantic reconciliation of b2b messages,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12181,semantic mediation for standard-based b2b interoperability,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12182,a semantic-mediation architecture for interoperable supply-chain applications,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12183,data level enterprise applications integration,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12184,an application of partial homomorphic encryption in computer system with limited resources,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12185,a black hole with torsion in 5d lovelock gravity,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12186,overview of dos attacks on wireless sensor networks and experimental results for simulation of interference attacks [visión general de los ataques de dos en redes de sensores inalámbricos y resultados experimentales para la simulación de ataques de interferencia],publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12187,holography in lovelock chern-simons ads gravity,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12188,design of fuzzy expert system for evaluation of contemporary user authentication methods intended for mobile devices,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12189,5d lovelock gravity: new exact solutions with torsion,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12190,tweakable parallel ofb mode of operation with delayed thread synchronization,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12191,extending identity management system with multimodal biometric authentication,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12192,identity management-a survey,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12193,performance evaluation of aes algorithm under linux operating system,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12194,implementing authentication in an e-procurement system,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12195,merchant web applications defense in e-commerce enviroment,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12196,botnets: the evolution and the possible solution,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12197,security measures for protection of e-government it infrastructure,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12198,providing strong access control in campus computer network by using radius server [obezbedstrokeivanje jake kontrole pristupa u racunarskoj mrezi kampusa koriscenjem radius servera],publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12199,access control in healthcare information systems - context aware attribute based approach,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12200,choosing authentication techniques in e-procurement system in serbia,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12201,writing open source sunxacml access control in electronic flealth record with acceptable performances,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12202,reducing e-commerce risks using digital certificates,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12203,an intrusion prevention system as a proactive security mechanism in network infrastructure,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12204,a novel approach to building secure systems,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12205,a survey of wireless security,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12206,efficient improvement of brain-tharp's algorithm,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12207,guaranteed single disk access for very large database files,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12208,optimization of thresholds in serial multimodal biometric systems,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12209,continuous distribution approximation and thresholds optimization in serial multi-modal biometric systems,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12210,the analysis of the users' response to the linear internet video advertising by using qoe methods,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12211,walking in colors: human gait recognition using kinect and cbir,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12212,delivering educational games to mobile devices,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12213,"motivational aspects of different learning contexts: ""my mom won't let me play this game...""",publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12214,learning object repurposing for various multimedia platforms,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12215,literature review in game-based learning,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12216,open source application in multimodal biometry,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12217,new gait recognition method using kinect stick figure and cbir,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12218,multimedia systems development,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12219,motivational and cognitive aspects of applying educational games as a learning tool,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12220,integrating an educational game in moodle lms,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12221,wiki as a corporate learning tool: case study for software development company,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12222,a multimodal biometrics system implemented using open source technology [multimodalni biometrijski sistem realizovan uz pomoc tehnologije otvorenog koda],publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12223,motivation and multimodal interaction in model-driven educational game design,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12224,using learning objects in games,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12225,learning objects in educational games,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12226,object oriented terrain modelling: lessons learned from java3d development issues,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12227,knowledge modeling for educational games,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12228,effectiveness of game-based learning: influence of cognitive style,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12229,model driven development of user interfaces for educational games,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12230,designing aircraft cockpit displays: borrowing from multimodal user interfaces,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12231,educational software for studying a cbir system,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12232,educational games design issues: motivation and multimodal interaction,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12233,work in progress - virtual business school and enterprise resource planning system integration in energorpojekt group,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12234,surviving the design of educational games: borrowing from motivation and multimodal interaction,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12235,software architecture for ground control station for unmanned aerial vehicle,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12236,usability issues of e-learning systems: case-study for moodle learning management system,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12237,uav- based simulation environment: experience report,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12238,universal accessibility as a multimodal design issue,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12239,an implementation of ray tracing algorithm for the multiprocessor machines,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12240,model-driven development of user interfaces: promises and challenges,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12241,modeling multimodal human-computer interaction,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12242,a model-driven approach to content repurposing,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12243,toward optimization of multimodal user interfaces for tactical audio applications,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12244,an agent based framework for virtual medical devices,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12245,experimental evaluation of multimodal human computer interface for tactical audio applications,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12246,an implementation of real-time monitoring and analysis in telemedicine,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12247,real-time visualization of brain electrical activity,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12248,improved indexing for distributed virtual university,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12249,multi modal presentation in virtual telemedical environments,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12250,eeg analysis in a telemedical virtual world,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12251,structuring scan-line algorithm for scene with single complex object case,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12252,perceptualization of biomedical data: an experimental environment for visualization and sonification of brain electrical activity,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12253,tactical audio and acoustic rendering in biomédical applications,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12254,3d visualization of brain electrical activity,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12255,a domain-specific language for supporting event log extraction from erp systems,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12256,an algorithm for production planning based on supply chain kpis,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12257,using protocols and domain specific languages to achieve compliance of administrative processes with legislation,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12258,an algorithm for customer order fulfillment in a make-to-stock manufacturing system,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12259,the specification of etl transformation operations based on weaving models,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12260,software quality improvement: a model based on managing factors impacting software quality,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12261,ontology-based multimodal language learning,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12262,software solution for monitoring changes of database elements,publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12263,a contribution to software development quality management,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12264,"brain natriuretic peptide predicts forced vital capacity of the lungs, oxygen pulse and peak oxygen consumption in physiological condition",publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12265,the interface of hypothalamic-pituitary-adrenocortical axis and circulating brain natriuretic peptide in prediction of cardiopulmonary performance during physical stress,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12266,a contribution to continual software service improvement based on the six-step service improvement method,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12267,systolic right ventricular adaptive changes in athletes as predictors of the maximal functional capacity: a pulsed tissue doppler study,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12268,elephant herding optimization algorithm for wireless sensor network localization problem,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12269,communicating the user state: introducing cognition-aware computing in industrial settings,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12270,linux based virtual networking laboratories for software defined networking,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12271,gamification ecosystems,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12272,gamification ecosystems: current state and perspectives,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12273,applying technical standards to biometric systems,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12274,visualisation of student learning model in serious games,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12275,towards creation of implicit hci model for prediction and prevention of operators’ error,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12276,informal learning recognition through a cloud ecosystem,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12277,cloud based metalearning system for predictive modeling of biomedical data,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12278,real-time learning analytics in educational games,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12279,support platform for learning about multimodal biometrics,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12280,"trailer project (tagging, recognition, acknowledgment of informal learning experiences): a methodology to make learners' informal learning activities visible to the institutions",publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12281,a tool to aid institutions recognize their employees competences acquired by informal learning,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12282,hci aspects of social media in collaboration of software developers,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12283,enhancing informal learning recognition through trailer project,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12284,elbio-framework for learning multimodal biometrics,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12285,"trailer project overview: tagging, recognition and acknowledgment of informal learning experiences",publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12286,educational games and it professionals: perspectives from the field,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12287,interoperability framework for multimodal biometry: open source in action,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12288,using data mining on student behavior and cognitive style data for improving e-learning systems: a case study,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12289,modelling knowledge and game based learning: model driven approach,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12290,game design as a learning tool for the course of computer networks,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12291,modeling wealth distribution for 100 reachest people in south-eastern europe,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12292,context modeling based on feature models expressed as views on ontologies via mappings,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12293,use of complex event processing engines in time domain astronomy,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12294,variable neighborhood search and tabu search for the web service selection problem,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12295,serbian virtual observatory,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12296,extending feature models with deep instantiation to manage complexity and dynamism of services,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12297,an approach to defining scope in software product lines for the telecommunication domain,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12298,a generic architectural framework of municipal information systems: a vision,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12299,admis: generalized administrative system,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12300,different insulin treatment regimens in patient with diabetes mellitus type 1: effects on quality of life [uticaj razlicitih rezima insulinske terapije na kvalitet zivota obolelih od dijabetesa melitusa tipa 1],publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12301,"phenetic relationships of six species of mullets (mugilidae) from the south adriatic, as inferred from the study of the visceral and dermal skeleton",publication,{'katedra za softversko inzenjerstvo'},{'fakultet organizacionih nauka'}
12302,determining the number and location of winter road maintenance depots–a case study of the district road network in serbia,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12303,decision-support framework for selecting the optimal road toll collection system,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12304,infrastructural model for the healthcare system based on emerging technologies,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12305,the crossing speed of elderly pedestrians [brzina hoda starijih pesaka na pesackim prelazima],publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12306,beyond the equal-weight framework of the networked readiness index: a multilevel i-distance methodology,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12307,contribution to accident prediction models development for rural two-lane roads in serbia [doprinos razvoju modela predvidjanja saobracajnih nezgoda za vangradske dvotracne puteve u srbiji],publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12308,the effects of mobile phone use on pedestrian crossing behaviour at unsignalized intersections - models for predicting unsafe pedestrians behaviour,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12309,evaluation of asian university rankings: position and perspective of leading indian higher education institutions,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12310,sustainable development in the e-health sector of the european union,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12311,introduction and implementation of electronic health card,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12312,excellence with leadership: the crown indicator of scimago institutions rankings iber report,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12313,communication via the web and sms services in the healthcare system in the republic of serbia,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12314,electronic health system - development and implementation into the health system of the republic of serbia [elektronski zdravstveni sistem - razvoj i uvodstrokeenje u zdravstveni sistem republike srbije],publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12315,applying electronic documents in development of the healthcare information system in the republic of serbia,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12316,neuroergonomics method for measuring the influence of mental workload modulation on cognitive state of manual assembly worker,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12317,investigating brain dynamics in industrial environment – integrating mobile eeg and kinect for cognitive state detection of a worker,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12318,do micro-breaks increase the attention level of an assembly worker? an erp study,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12319,impact of screen aspect ratio on reading electronic material,publication,{'katedra za informacione tehnologije'},{'fakultet organizacionih nauka'}
12320,analysis of available cloud computing models to support cloud adoption decision process in an enterprise,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12321,general model for adequate cloud service selection using decision making methods,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12322,representing it performance management as metamodel,publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12323,1987,year,set(),set()
12324,uveitis and autoimmunity against the retina [les uvéites et l'auto-immunité contre la rétine.],publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
12325,1985,year,set(),set()
12326,"modelling, analysis and control of large-scale interconnected economic systems.",publication,{'katedra za informacione sisteme'},{'fakultet organizacionih nauka'}
